num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,review,timestamp_created,recommended,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
223,194,5126,0,5101,2023-08-03 23:08:18,,2023-05-17 21:27:22,True,1,0,0.5238095521926879,0,False,True,False
95,23,2935,0,752,2021-11-14 07:53:56,it is rlly good,2020-07-25 06:05:26,True,0,0,0.0,0,True,False,False
0,1,4237,0,4224,2020-03-21 17:19:14,it is a nice game,2020-03-21 16:10:35,True,0,0,0.0,0,True,False,False
0,7,2977,0,2069,2021-10-01 20:51:20,so when assassin 's creed first came out i instantly had to get it along with the xbox360 and just kept buying every single one that came out but never have i had one of them have such a bad ass story line as this one maybe its just because i personally love the time era aswell as the whole pirate theme but the ending is seriously touching its as if you are reading books when playing these games and this one is that one book that hits you hard it is well worth the buy despite what people may say the graphics are amazing and the game play is just unbelievably fun,2015-06-04 03:08:56,True,0,0,0.0,0,True,False,False
0,21,5141,0,2758,2016-08-14 06:37:07,"i love this game .......des[pite the usual difficulties in loading the dratted thing me a granny pirate .....i shall stick thee with my knitting needle ....teehee, hoho",2016-08-03 09:33:09,True,0,0,0.0,1,True,False,False
231,17,3688,0,3688,2023-04-27 11:45:37,still holds up extremely well even 10 years later movement especially the parkour can occasionally be frustrating but that 's about the only issue i can think of if you remember playing this when you were younger like the assassins creed series or just want a good pirate game this game is for you,2023-04-27 12:29:27,True,2,0,0.5454545617103576,0,False,True,False
0,43,1858,0,1858,2019-06-02 22:58:21,best actual assasins creed i love ezio like everyone else but no other ac game makes me come back like this one to be fair i love pirates and the ocean so i 'm a little biased however no other game sucks me into a certain character and makes me choke up everytime (she was the best gurl love this game gets repetitive and boring in the gameplay but man them characters and sea shanties,2019-09-18 00:29:33,True,0,0,0.0,0,True,False,False
0,1,2726,0,1863,2014-06-28 04:47:08,40 hours in ubisofts cloud overrode my game save,2015-12-30 00:44:37,False,0,1,0.0,0,True,False,False
54,14,2801,0,1397,2023-05-06 20:35:51,i dont like chocolate people,2023-03-26 14:56:28,True,3,0,0.5215131640434265,0,True,False,False
0,7,1961,0,1713,2017-12-31 16:37:16,this is a good review about ac black flag and bad review about ac origins (i can 't review ac origins to be perfectly honest i have come back to playing this after a year of not playing simply because i bought ac origins for christmas 2017 and thought it was sh *t. i know a lot of people liked it and i 'm glad they do but i 'll explain why i don 't down below firstly i love the pirating of black flag and being able to have your own crew and ship and physically control it and upgrade it for me that was awesome adding the diving and hunting sea creatures to it just added to that the towns and islands are small so you don 't have to run for an hour to get somewhere there is fast travel of course but going to your ship to go places was always more fun and you would come across random dynamic things i don 't find anything a grind the whole game is awesome to give a small review of ac orgins as well (purely because i got it on uplay and can 't give a review on steam it 's quite fun but i feel the developers concentrated so much on the little things that they forgot about the main stuff for example the small things like wandering in the desert for too long you 'll start to hallucinate that 's quite funny very clever and pretty cool but a small part of the game your hawk which you control is again freaking awesome you fully control him and sometimes i prefer to just fly and be the hawk rather than the main character (which probably isn 't good :s...). the places are beautiful well constructed really detailed and awesome for example going to alexandria which is gorgeous and seeing the pyramids of giza in the distance and knowing you can run there and actually visit them is insanely cool i know most open world games you can do that on these days but it 's ancient egypt and visaully stunning the story line is pretty cool too even though i 've only done about 35 of it because i got bored really quickly quite grindy though and it seems quite slow going taking over forts stealthily is really cool too i love stealth games and have loved every ac game unfortunately i found the quests super grindy and repeatable and running from place to place got so dull really quickly which is a shame considering i found the opposite on black flag the worst part of all which is what ruined the game for me is the combat in ac games the combat is the core of it it 's about assassinations and combat now the assassinations are fine because they haven 't changed that at all but the combat oh boy at first i thought it was really cool because it was so much faster than previous games it was no longer wait for someone to attack counter them kill them wait for next person to attack and so on you could flurry your sword or dual swords or polearm in quick succession without having to wait for your enemy to act it was cool and it still is sort of (the choice of weapons is cool as well if you 're 1 v 1 you click in the thumbstick to lock onto your enemy and fight them simple but if there 's more than one person which there is probably 90 of the time then you 're screwed let me give you an example there 's 6 people around you you lock onto the enemy in front of you then if the guy behind you attacks you have to click your thumbstick to the right /left as many times as it takes to get to that person in this situation 3 or 4 clicks now to click then let the thumbstick go back to the neutral position and then click again and to do that 3 or 4 times well you know where i 'm heading with this the guy attacked and hit you about an hour ago it 's impossible and incredibly frustrating instead the only alternative is to not lock on at all and when someone attacks from behind you just block randomly or turn and swing blindly behind you hoping you hit /block them before they hit you it 's madness and as i said before it 's combat which is the core of the game now (almost) everything else is cool but this was such a deal breaker for me,2018-01-12 22:45:10,True,0,0,0.4744525551795959,0,True,False,False
0,4,2773,710,1900,2023-09-02 02:02:44,qrqwerqasdf,2023-08-16 06:08:56,True,0,0,0.0,0,True,False,False
38,1,819,0,719,2020-11-08 16:58:34,i just think its fun,2020-09-06 04:27:54,True,0,0,0.0,0,True,False,False
0,16,339,0,221,2022-06-21 20:27:06,shanties,2021-07-08 05:15:27,True,0,0,0.0,0,True,False,False
91,49,1411,0,747,2023-07-30 19:23:09,im sleepy,2022-09-10 17:47:36,True,0,0,0.0,0,True,False,False
